geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-121.824804447964 37.27015261958102, -121.8250646987354 37.2699148559691, -121.8251140309646 37.26994913691378, -121.8252084010624 37.27001362537403, -121.8249471189979 37.27025179061441, -121.824804447964 37.27015261958102))",Santa Clara,68446002,RSFR,single,36207.8694,106455.1306,1981.0,1976.0,1372.0,0.0,1.0,1.0,0.0,004581ROTHERHAVEN95111,_,HS,589.148715687,1665371,670.0,Residential Neighborhood,San Jose,1.0,-121.825006194,37.2700832539
"POLYGON ((-121.8249471189979 37.27025179061441, -121.8252084010624 37.27001362537403, -121.8253234967455 37.27009227569942, -121.8253458524852 37.27010808569344, -121.8253507962893 37.27012043936962, -121.8253525563278 37.27013932487088, -121.8253502733891 37.2701540695462, -121.8253459749774 37.27016633204622, -121.8252250582365 37.27027834299163, -121.8251692154112 37.2703355488681, -121.8251534027583 37.27034868728432, -121.8251418823655 37.27035355833316, -121.8251179258147 37.27035498133888, -121.8251002913533 37.27035148378258, -121.8250878729287 37.27034720557106, -121.8250734228052 37.27033958366787, -121.8249471189979 37.27025179061441))",Santa Clara,68446001,RSFR,single,102021.1368,109992.8632,1988.0,1976.0,1502.0,0.0,1.0,1.0,0.0,004577ROTHERHAVEN95111,_,HS,709.331493146,1665370,670.0,Residential Neighborhood,San Jose,1.0,-121.825162982,37.2701930491
"POLYGON ((-121.8101662093356 37.27364313672602, -121.8101699544361 37.27332230429729, -121.8103532341057 37.27332401135748, -121.8103796331839 37.27332414349974, -121.8103804287797 37.27364343700189, -121.8101662093356 37.27364313672602))",Santa Clara,68445107,RSFR,single,77323.071,103591.929,1986.0,1974.0,1287.0,0.0,1.0,1.0,0.0,000624GIRAUDO95111,_,HS,667.602875231,1665369,670.0,Residential Neighborhood,San Jose,1.0,-121.810273963,37.2734838501
"POLYGON ((-121.8103804287797 37.27364343700189, -121.8103796331839 37.27332414349974, -121.8105810558171 37.27332512791441, -121.8105779602298 37.27364424287789, -121.8104891341458 37.27364358906238, -121.8103804287797 37.27364343700189))",Santa Clara,68445106,RSFR,single,13257.9048,38010.0952,1974.0,1974.0,1353.0,0.0,1.0,1.0,0.0,000616GIRAUDO95111,_,HS,626.440786453,1665368,670.0,Residential Neighborhood,San Jose,1.0,-121.810479762,37.2734836464
"POLYGON ((-121.8089612165629 37.27620458467211, -121.8089637470112 37.27598027698127, -121.8089666005085 37.2757272624763, -121.8092535591295 37.27572720448404, -121.8092472781876 37.27624990074093, -121.8091859526883 37.27624385147125, -121.808983460488 37.27620926241512, -121.8089612165629 37.27620458467211))",Santa Clara,68445105,RSFR,single,55671.1258,133750.8742,1985.0,1976.0,1805.0,0.0,1.0,1.0,0.0,000790RIVER VIEW95111,_,HS,1417.30801337,1665367,670.0,Residential Neighborhood,San Jose,1.0,-121.809109372,37.2759784352
"POLYGON ((-121.8092472781876 37.27624990074093, -121.8092535591295 37.27572720448404, -121.8092936660042 37.27572719793631, -121.8094712191619 37.27572716157416, -121.80947159488 37.27626951141026, -121.809400320846 37.27626499701277, -121.8092472781876 37.27624990074093))",Santa Clara,68445104,RSFR,single,152192.0136,236151.9864,1998.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000774RIVER VIEW95111,_,HS,1160.42454995,1665366,670.0,Residential Neighborhood,San Jose,1.0,-121.809361593,37.2759952682
"POLYGON ((-121.80947159488 37.27626951141026, -121.8094712191619 37.27572716157416, -121.8096280063924 37.27572712812196, -121.809703948551 37.27572711145658, -121.8097144741499 37.27627084133939, -121.8096152611162 37.27627146997635, -121.80947159488 37.27626951141026))",Santa Clara,68445103,RSFR,single,175212.8378,254125.1622,1996.0,1976.0,1833.0,0.0,1.0,2.0,0.0,000760RIVER VIEW95111,_,HS,1272.36345894,1665365,670.0,Residential Neighborhood,San Jose,1.0,-121.809590389,37.2760008828
"POLYGON ((-121.809703948551 37.27572711145658, -121.8098510823078 37.27571659192976, -121.8098756924549 37.27571483277347, -121.8099544082777 37.27625711810244, -121.8099127675249 37.2762602951199, -121.8098089663188 37.27626745012294, -121.8097144741499 37.27627084133939, -121.809703948551 37.27572711145658))",Santa Clara,68445102,RSFR,single,177236.1,216621.9,1999.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000744RIVER VIEW95111,_,HS,1108.32976423,1665364,670.0,Residential Neighborhood,San Jose,1.0,-121.809813486,37.2760079981
"POLYGON ((-121.8098756924549 37.27571483277347, -121.8100567853811 37.27570188123488, -121.8101909988454 37.27622525886282, -121.8100352544367 37.27624850683546, -121.8099944000366 37.27625406166634, -121.8099544082777 37.27625711810244, -121.8098756924549 37.27571483277347))",Santa Clara,68445101,RSFR,single,46392.2811,119828.7189,1985.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000730RIVER VIEW95111,_,HS,1121.82298137,1665363,670.0,Residential Neighborhood,San Jose,1.0,-121.810021602,37.2759878747
"POLYGON ((-121.8100567853811 37.27570188123488, -121.8100731634752 37.27570071210981, -121.8102430511958 37.27568856199287, -121.8104193417968 37.27617786257907, -121.8103606893664 37.27619192292018, -121.8102225390739 37.27622055030762, -121.8101909988454 37.27622525886282, -121.8100567853811 37.27570188123488))",Santa Clara,68445100,RSFR,single,212625.0,259875.0,2003.0,1976.0,1959.0,0.0,1.0,1.0,0.0,000712RIVER VIEW95111,_,HS,1082.84960884,1665362,670.0,Residential Neighborhood,San Jose,1.0,-121.810229986,37.2759595169
"POLYGON ((-121.8102430511958 37.27568856199287, -121.8103084335386 37.27567022047803, -121.8104104709913 37.27564159894854, -121.8106519033216 37.2761151380089, -121.8106267605998 37.27612298388566, -121.8104902691891 37.27616121557606, -121.8104193417968 37.27617786257907, -121.8102430511958 37.27568856199287))",Santa Clara,68445099,RSFR,single,12899.0671,62051.9329,1976.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000696RIVER VIEW95111,_,HS,1063.72731477,1665361,670.0,Residential Neighborhood,San Jose,1.0,-121.810437156,37.2759194068
"POLYGON ((-121.8104104709913 37.27564159894854, -121.8105289553423 37.27560836331021, -121.8106166323935 37.27558376812458, -121.8108665570743 37.27603752589243, -121.8107636214638 37.276075948734, -121.8106772838946 37.27610721594787, -121.8106519033216 37.2761151380089, -121.8104104709913 37.27564159894854))",Santa Clara,68445098,RSFR,single,428495.184,232762.816,2004.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000682RIVER VIEW95111,_,HS,1125.72500676,1665360,670.0,Residential Neighborhood,San Jose,1.0,-121.810637586,37.2758480407
"POLYGON ((-121.8106166323935 37.27558376812458, -121.8107399022254 37.27554251724798, -121.8108301102457 37.2755123291369, -121.8110809010341 37.27595751362618, -121.8108665570743 37.27603752589243, -121.8106166323935 37.27558376812458))",Santa Clara,68445097,RSFR,single,54128.074,136061.926,1985.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000666RIVER VIEW95111,_,HS,1132.89479898,1665359,670.0,Residential Neighborhood,San Jose,1.0,-121.810848736,37.2757737064
"POLYGON ((-121.8108301102457 37.2755123291369, -121.8109293515093 37.27547911851187, -121.81104469724 37.27544051865384, -121.8112916538962 37.27587946885834, -121.8112384602533 37.27589869864407, -121.8110809010341 37.27595751362618, -121.8108301102457 37.2755123291369))",Santa Clara,68445096,RSFR,single,113917.925,186657.075,1998.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000654RIVER VIEW95111,_,HS,1108.3627185,1665358,670.0,Residential Neighborhood,San Jose,1.0,-121.811061498,37.2756974061
"POLYGON ((-121.81104469724 37.27544051865384, -121.8111239472132 37.27541399649878, -121.8112655030061 37.2753666241684, -121.8115080872504 37.27580122543473, -121.8112916538962 37.27587946885834, -121.81104469724 37.27544051865384))",Santa Clara,68445095,RSFR,single,254400.0,169600.0,2004.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000640RIVER VIEW95111,_,HS,1123.07445678,1665357,670.0,Residential Neighborhood,San Jose,1.0,-121.811277129,37.2756217608
"POLYGON ((-121.8112655030061 37.2753666241684, -121.8113142614052 37.27535028370878, -121.8114659207139 37.27529944369945, -121.8115633789807 37.27542068655707, -121.811704897362 37.27572748240515, -121.8115441834183 37.27578817668901, -121.8115080872504 37.27580122543473, -121.8112655030061 37.2753666241684))",Santa Clara,68445094,RSFR,single,139372.3292,170481.6708,1997.0,1976.0,1584.0,0.0,1.0,1.0,0.0,000630RIVER VIEW95111,_,HS,1073.29511155,1665356,670.0,Residential Neighborhood,San Jose,1.0,-121.811491286,37.2755450175
"POLYGON ((-121.8115633789807 37.27542068655707, -121.812000543279 37.27541039713586, -121.812003623347 37.27553158729696, -121.8120096977346 37.27562554275548, -121.8120075428019 37.27563311589673, -121.8120047475068 37.27563796951938, -121.8119992018951 37.27564496930069, -121.8119875170333 37.27565353102666, -121.8119731504725 37.27565989833793, -121.8119513164984 37.27566564587094, -121.8117098521698 37.27572560988265, -121.811704897362 37.27572748240515, -121.8115633789807 37.27542068655707))",Santa Clara,68445093,RSFR,single,15777.7125,75687.2875,1987.0,1976.0,1584.0,0.0,1.0,1.0,0.0,004752PLAINFIELD95111,_,HS,1027.23559047,1665355,670.0,Residential Neighborhood,San Jose,1.0,-121.811808177,37.2755463447
"POLYGON ((-121.8114659207139 37.27529944369945, -121.8114895768987 37.27520053299018, -121.8119968887037 37.27520590088092, -121.8119964203359 37.27524800639542, -121.812000543279 37.27541039713586, -121.8115633789807 37.27542068655707, -121.8114659207139 37.27529944369945))",Santa Clara,68445092,RSFR,single,149884.968,164735.032,1990.0,1976.0,1584.0,0.0,1.0,1.0,0.0,004756PLAINFIELD95111,_,HS,1048.13026498,1665354,670.0,Residential Neighborhood,San Jose,1.0,-121.81174404,37.2753068987
"POLYGON ((-121.8114895768987 37.27520053299018, -121.8114045522619 37.27500152694783, -121.8114777268319 37.2749836341761, -121.8115925334096 37.27495998650906, -121.8117203748486 37.27493908075995, -121.8118465970112 37.2749233589084, -121.8119172013205 37.27492406688994, -121.8119434894983 37.27492769777241, -121.8119613375489 37.27493208524687, -121.8119738786733 37.27493894236149, -121.8119832165904 37.27494829275344, -121.8119914464835 37.27496099824425, -121.8119944217835 37.27497280882548, -121.8119989638128 37.27501913880636, -121.8119968887037 37.27520590088092, -121.8114895768987 37.27520053299018))",Santa Clara,68445091,RSFR,single,191115.0,233585.0,2000.0,1976.0,2516.0,0.0,1.0,1.0,0.0,004760PLAINFIELD95111,_,HS,1390.1494846,1665353,670.0,Residential Neighborhood,San Jose,1.0,-121.811733205,37.2750720528
"POLYGON ((-121.8111770026298 37.27507614687586, -121.8113956735299 37.27500369645353, -121.8114045522619 37.27500152694783, -121.8114895768987 37.27520053299018, -121.8114659207139 37.27529944369945, -121.8113142614052 37.27535028370878, -121.8111770026298 37.27507614687586))",Santa Clara,68445090,RSFR,single,12722.295,50572.705,1991.0,1975.0,1287.0,0.0,1.0,1.0,0.0,000669BRAXTON95111,_,HS,660.47096643,1665352,670.0,Residential Neighborhood,San Jose,1.0,-121.811348424,37.2751716912
"POLYGON ((-121.810981778921 37.27514082872814, -121.8111770026298 37.27507614687586, -121.8113142614052 37.27535028370878, -121.8112655030061 37.2753666241684, -121.8111239472132 37.27541399649878, -121.810981778921 37.27514082872814))",Santa Clara,68445089,RSFR,single,288000.0,192000.0,2008.0,1975.0,1353.0,0.0,1.0,1.0,0.0,000677BRAXTON95111,_,HS,607.49320499,1665351,670.0,Residential Neighborhood,San Jose,1.0,-121.811148937,37.2752447822
