geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-122.1900307599832 37.47825151320712, -122.1901098955452 37.47791760992815, -122.190246726916 37.47790816321353, -122.1902256497012 37.47824042600657, -122.1900301872071 37.47825391948963, -122.1900307599832 37.47825151320712))",San Mateo,55213030,01,single,270497.0,270497.0,2004.0,,,0.0,1.0,,0.0, ,_,HS,539.494509096,1174749,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.190151634,37.4780898597
"POLYGON ((-122.1903772020602 37.47789915395565, -122.1905522254468 37.4778870721514, -122.1905873194872 37.47821545798219, -122.1904080762325 37.47822783131899, -122.1903772020602 37.47789915395565))",San Mateo,55213010,01,single,15191.0,37946.0,2006.0,,,0.0,1.0,,0.0, ,_,HS,575.175169604,1174747,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.190481271,37.4780580311
"POLYGON ((-122.190246726916 37.47790816321353, -122.1903772020602 37.47789915395565, -122.1904080762325 37.47822783131899, -122.1902256497012 37.47824042600657, -122.190246726916 37.47790816321353))",San Mateo,55213020,01,single,32281.0,84261.0,1993.0,,,0.0,1.0,,0.0, ,_,HS,508.015876786,1174748,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.190314549,37.4780780383
"POLYGON ((-122.1934066722142 37.47831459778819, -122.1934170993036 37.4782973232586, -122.1934232041974 37.47828779138449, -122.1934298625555 37.47827849874828, -122.193437067923 37.47826946467129, -122.1934447932337 37.47826071151891, -122.1934530320326 37.47825225861241, -122.193461757129 37.4782441228252, -122.1934709552391 37.47823632632397, -122.193480602493 37.47822888044045, -122.1934906787159 37.47822180744062, -122.1935011634835 37.47821511860661, -122.1935120296051 37.47820883081182, -122.1935232566564 37.47820295533834, -122.1935348175092 37.47819751180558, -122.193546688169 37.47819250605337, -122.1935588413204 37.47818794946318, -122.1935712497105 37.47818385616245, -122.1935838858992 37.47818023204069, -122.1935967190633 37.47817708578318, -122.1936097287163 37.47817442592596, -122.1936228770192 37.47817225576171, -122.1936361434231 37.4781705810806, -122.1936494900889 37.47816940517524, -122.193931439573 37.47814993054938, -122.1938271080102 37.47832283647415, -122.193752432408 37.47844659556581, -122.1934066722142 37.47831459778819))",San Mateo,55102110,01,single,422148.0,216485.0,2006.0,,,0.0,1.0,,0.0, ,_,HS,866.002489572,1174157,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193675601,37.4782789275
"POLYGON ((-122.1938271080102 37.47832283647415, -122.193931439573 37.47814993054938, -122.1942455483106 37.47812823594123, -122.1942521373374 37.47812803373591, -122.1942587170447 37.47812833159978, -122.1942652358109 37.47812913302462, -122.1942716278574 37.47813042522509, -122.1942778343595 37.47813219806251, -122.194283799813 37.47813443585641, -122.1942894685891 37.47813711743442, -122.1942947918878 37.47814021877857, -122.194299717401 37.47814371317494, -122.1943042029704 37.47814756552212, -122.1943082064375 37.47815174071896, -122.194311689027 37.4781562008684, -122.1943146223007 37.47816090792437, -122.1943169776328 37.47816581560276, -122.1943187333514 37.47817088026594, -122.1943198746756 37.47817605817691, -122.1943203900208 37.47818129456498, -122.1943202750677 37.47818655103585, -122.1943195285061 37.47819176992367, -122.1943181597993 37.47819691263533, -122.1943161814818 37.47820192405199, -122.1943136132914 37.47820676268533, -122.1941656022438 37.47845205911691, -122.1938271080102 37.47832283647415))",San Mateo,55102120,01,single,21868.0,41390.0,1985.0,,,0.0,1.0,,0.0, ,_,HS,1006.16531013,1174158,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.194086863,37.478266921
"POLYGON ((-122.1936030803355 37.47869410811064, -122.1936777564957 37.47857035186263, -122.1940162550395 37.47869957488339, -122.1939415793116 37.47882333134527, -122.1936030803355 37.47869410811064))",San Mateo,55102150,01,single,80342.0,173587.0,2003.0,,,0.0,1.0,,0.0, ,_,HS,505.91121524,1174161,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193809668,37.4786968416
"POLYGON ((-122.1935284073731 37.47881786426014, -122.1936030803355 37.47869410811064, -122.1939415793116 37.47882333134527, -122.1938669033359 37.47894708775833, -122.1935284073731 37.47881786426014))",San Mateo,55102160,01,single,288150.0,288150.0,2007.0,,,0.0,1.0,,0.0, ,_,HS,505.906872795,1174162,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193734993,37.4788205979
"POLYGON ((-122.1934537307797 37.47894162315652, -122.1935284073731 37.47881786426014, -122.1938669033359 37.47894708775833, -122.1937922271124 37.47907084412257, -122.1934537307797 37.47894162315652))",San Mateo,55102170,01,single,387549.0,387549.0,2006.0,,,0.0,1.0,,0.0, ,_,HS,505.910544184,1174163,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193660317,37.4789443546
"POLYGON ((-122.1933790538761 37.47906537925801, -122.1934537307797 37.47894162315652, -122.1937922271124 37.47907084412257, -122.1937175540867 37.47919460038823, -122.1933790538761 37.47906537925801))",San Mateo,55102180,01,single,101424.0,103563.0,2008.0,,,0.0,1.0,,0.0, ,_,HS,505.904784181,1174164,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193585641,37.4790681117
"POLYGON ((-122.1934543056022 37.47924637191783, -122.1933043767246 37.47918913531075, -122.1933790538761 37.47906537925801, -122.1937175540867 37.47919460038823, -122.1936428774299 37.47931835940081, -122.1934543056022 37.47924637191783))",San Mateo,55102190,01,single,16198.0,43257.0,1985.0,,,0.0,1.0,,0.0, ,_,HS,505.915427394,1174165,329.0,R-1/S-73,Unincorporated San Mateo,1.0,-122.193510966,37.479191869
