geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-121.9332088374147 37.32580240110229, -121.9332106433807 37.32589656744606, -121.9329681879058 37.32589563543456, -121.9329678592822 37.32580236419422, -121.9332088374147 37.32580240110229))",Santa Clara,27441113,COFF,,1018828.9145,937392.0855,2008.0,1991.0,4696.0,4696.0,0.0,1.0,0.0,000105BASCOM95128,merged,OF,222.806572808,1405345,535.0,Neighborhood/Community Commercial,San Jose,1.0,-121.933089074,37.3258492898
"POLYGON ((-121.9329678592822 37.32580236419422, -121.9329681879058 37.32589563543456, -121.9327194171328 37.32589467759916, -121.9327162516232 37.32580232558428, -121.9329678592822 37.32580236419422))",Santa Clara,27441112,COFF,,649613.3364,1213620.6636,2007.0,1991.0,4712.0,4712.0,0.0,1.0,0.0,000105BASCOM95128,merged,OF,228.38052968,1405344,535.0,Neighborhood/Community Commercial,San Jose,1.0,-121.932843135,37.3258486629
"POLYGON ((-121.9333283768757 37.32576250882754, -121.9333279507777 37.32589701814661, -121.9332106433807 37.32589656744606, -121.9332088374147 37.32580240110229, -121.9332080084425 37.32575917690856, -121.9333283768757 37.32576250882754))",Santa Clara,27441114,COFF,,906260.9464,954144.0536,2008.0,1991.0,4466.0,4466.0,0.0,1.0,0.0,000105BASCOM95128,merged,OF,158.884802318,1405346,535.0,Neighborhood/Community Commercial,San Jose,1.0,-121.933268536,37.3258285249
"POLYGON ((-121.9324809865557 37.32580228940594, -121.9324827400383 37.32589376563628, -121.9324316076871 37.3258935680784, -121.9324318378439 37.32590557538066, -121.9322844962164 37.32590737643722, -121.9322845118852 37.32575125364425, -121.9324318987533 37.32575185413135, -121.9324328653453 37.32580228139667, -121.9324809865557 37.32580228940594))",Santa Clara,27441110,COFF,,467442.8798,1780116.1202,2007.0,1991.0,5300.0,5300.0,0.0,1.0,0.0,000105BASCOM95128,merged,OF,269.720556151,1405342,535.0,Neighborhood/Community Commercial,San Jose,1.0,-121.932374535,37.325832174
"POLYGON ((-121.9327194171328 37.32589467759916, -121.9324827400383 37.32589376563628, -121.9324809865557 37.32580228940594, -121.9327162516232 37.32580232558428, -121.9327194171328 37.32589467759916))",Santa Clara,27441111,COFF,,1123667.9568,961390.0432,2006.0,1991.0,4764.0,4764.0,0.0,1.0,0.0,000105BASCOM95128,merged,OF,213.315332361,1405343,535.0,Neighborhood/Community Commercial,San Jose,1.0,-121.932600037,37.32584831
"POLYGON ((-121.9349319921874 37.32547288980255, -121.9349294444906 37.32532700958231, -121.9351604116149 37.32532541609723, -121.9353760844272 37.32532392902316, -121.9353762029373 37.32533027565152, -121.9353788279277 37.32546931272792, -121.9349319921874 37.32547288980255))",Santa Clara,-386474,,,,,,,,,,,,,_,,639.993579366,2052692,535.0,Mixed Use Neighborhood,San Jose,1.0,-121.935153961,37.3253982917
"POLYGON ((-121.931411043883 37.32423302798312, -121.9314100721993 37.32410901594776, -121.9317898114812 37.32410872487261, -121.9317911013265 37.32423284717106, -121.931411043883 37.32423302798312))",Santa Clara,27417065,,,0.0,0.0,1972.0,,0.0,0.0,0.0,0.0,0.0,000000BASCOM95128,_,,463.5972519,1403834,535.0,Urban Village,San Jose,1.0,-121.931600535,37.3241709126
"POLYGON ((-121.9268536439882 37.32425257115416, -121.9268518402677 37.32388849991012, -121.9271304716514 37.32388772546451, -121.9272769123918 37.32388731582415, -121.9272781158674 37.32400979465598, -121.927279346855 37.32413500762872, -121.9272804877831 37.32425136976318, -121.9268536439882 37.32425257115416))",Santa Clara,27416068,,,0.0,0.0,1974.0,,0.0,0.0,0.0,0.0,0.0,000000LAND ONLY95128,_,,1525.33908417,1403773,535.0,Urban Village,San Jose,1.0,-121.927065721,37.3240700658
"POLYGON ((-121.9268518402677 37.32388849991012, -121.9268501414638 37.3235451234282, -121.9271309989157 37.32354529074649, -121.9271304716514 37.32388772546451, -121.9268518402677 37.32388849991012))",Santa Clara,27416024,CMSC,,67450.2972,38006.7028,1980.0,,0.0,0.0,0.0,0.0,0.0,001859SAN CARLOS95128,_,RS,943.52530543,1403737,535.0,Urban Village,San Jose,1.0,-121.926990798,37.3237164327
"POLYGON ((-121.9285237669351 37.32081131278457, -121.928522841316 37.32070152281709, -121.9288632639118 37.32070221098386, -121.9288643432058 37.32081200488469, -121.9285237669351 37.32081131278457))",Santa Clara,27708051,RDUP,multi,55211.6136,105661.3864,,1900.0,1216.0,0.0,1.0,1.0,0.0,000449RAYMOND95128,_,HT,367.716128666,1406940,535.0,Residential Neighborhood,San Jose,1.0,-121.928693555,37.320756767
