geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-121.8219703313976 38.43730294065417, -121.8219702413524 38.43717546612871, -121.8223769455943 38.43716167174689, -121.8223715694316 38.43730530431518, -121.8219703313976 38.43730294065417))",Solano,116124240,1000,single,65998.0,154660.0,,1993.0,1922.0,0.0,1.0,,0.0, ,_,HS,530.566479976,1802614,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.822176269,38.4372361451
"POLYGON ((-121.8220001814592 38.43704773279012, -121.8223772577507 38.43703605503587, -121.8223769455943 38.43716167174689, -121.8219702413524 38.43717546612871, -121.8219703958062 38.43711345351018, -121.8219706096832 38.43710796098725, -121.8219714215087 38.43710065858604, -121.821972871312 38.43709341621559, -121.8219749464929 38.43708626900405, -121.8219776380232 38.43707925349082, -121.8219800371633 38.43707408769187, -121.8219828006551 38.43706903914391, -121.8219869746377 38.43706248423802, -121.821990452421 38.43705771515867, -121.8219942783495 38.4370531111059, -121.8220001814592 38.43704773279012))",Solano,116124250,1000,single,63000.0,198000.0,,1993.0,1599.0,0.0,1.0,,0.0, ,_,HS,491.716776678,1802615,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.822175699,38.4371059529
"POLYGON ((-121.8220501765158 38.43692443923652, -121.8223794871224 38.43684168009555, -121.8223772577507 38.43703605503587, -121.8220001814592 38.43704773279012, -121.8220052324695 38.43704214368223, -121.8220126276328 38.4370355234426, -121.8220200285471 38.4370280287414, -121.8220267440366 38.43702014636135, -121.8220313405909 38.43701401387479, -121.8220354728978 38.43700768244113, -121.8220403582121 38.43699900290769, -121.8220435368418 38.43699233680643, -121.8220462135196 38.43698553918335, -121.8220484882489 38.43697864815177, -121.8220502502002 38.43697166635267, -121.822051909129 38.43696226905825, -121.8220527334879 38.43695280018347, -121.8220527213637 38.4369433103378, -121.822051865495 38.43693384449888, -121.8220501765158 38.43692443923652))",Solano,116124260,1000,single,65216.0,149994.0,,1993.0,1922.0,0.0,1.0,,0.0, ,_,HS,515.255928837,1802616,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.822221932,38.4369620197
"POLYGON ((-121.821985947043 38.43684062596439, -121.8223211876253 38.43658621429659, -121.8223298977597 38.43659274825604, -121.8223351227002 38.43659842206844, -121.8223403476486 38.43660409306887, -121.8223473080315 38.43661199790108, -121.8223542624482 38.43662230400138, -121.8223594801463 38.43663089363869, -121.8223629539821 38.43663776399058, -121.8223655559674 38.43664446148208, -121.8223681501949 38.43665356164521, -121.8223698748712 38.43666300210523, -121.8223715959697 38.43667244396559, -121.8223794871224 38.43684168009555, -121.8220501765158 38.43692443923652, -121.8220483832625 38.43691742946761, -121.8220460714081 38.43691051450116, -121.8220423152653 38.43690145190637, -121.8220377631261 38.43689262005896, -121.822032436346 38.43688405695109, -121.8220263634159 38.43687580620938, -121.8220195692485 38.43686791286103, -121.8220140476056 38.43686223435952, -121.822008108824 38.43685682093034, -121.8220018584722 38.43685162915309, -121.8219952356017 38.43684672922888, -121.821985947043 38.43684062596439))",Solano,116124270,1000,single,65219.0,135262.0,,1993.0,1582.0,0.0,1.0,,0.0, ,_,HS,683.936368416,1802617,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.822218372,38.4367767395
"POLYGON ((-121.8218673461995 38.43681222535275, -121.8219592517407 38.43656414406442, -121.8221125261928 38.43656634700044, -121.8221983997841 38.43656758140446, -121.82223918718 38.43656926938357, -121.822246172464 38.4365685926449, -121.8222531524635 38.43656860338292, -121.8222601378252 38.43656861412882, -121.8222697351551 38.43656914626342, -121.8222793317244 38.43657070329735, -121.822286310093 38.43657208900135, -121.8222932885506 38.43657415797259, -121.8223002670051 38.43657622834933, -121.8223072401725 38.4365789876087, -121.8223142142857 38.43658208569094, -121.8223211876253 38.43658621429659, -121.821985947043 38.43684062596439, -121.8219761673881 38.43683505759049, -121.8219659198321 38.43683004101366, -121.8219552490049 38.43682559879684, -121.8219442138473 38.43682174930753, -121.8219328661496 38.43681851090213, -121.8219212594827 38.43681590475161, -121.8219094474458 38.43681394077981, -121.8219004966926 38.43681287396397, -121.821891475206 38.43681221756128, -121.8218794106323 38.43681189107097, -121.8218673461995 38.43681222535275))",Solano,116124280,1000,single,52000.0,196000.0,,1993.0,1417.0,0.0,1.0,,0.0, ,_,HS,655.995289928,1802618,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.822058628,38.4366761636
"POLYGON ((-121.8215980737069 38.43656222744912, -121.8219592517407 38.43656414406442, -121.8218673461995 38.43681222535275, -121.8218553230047 38.43681322609363, -121.8218463667091 38.4368143833993, -121.8218375148429 38.43681595420003, -121.8218258862025 38.43681857936102, -121.8218145169532 38.43682183757605, -121.8218061874647 38.43682466605482, -121.8217980804685 38.4368278716574, -121.821790169363 38.43683136998882, -121.8217826221271 38.43683517817904, -121.8215980737069 38.43656222744912))",Solano,116124290,1000,single,15446.0,46337.0,,1993.0,1095.0,0.0,1.0,,0.0, ,_,HS,564.979861685,1802619,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.821794332,38.4366665732
"POLYGON ((-121.8213975604243 38.43676887041667, -121.8213942308318 38.43670502333684, -121.8213860989654 38.43656009478064, -121.8215980737069 38.43656222744912, -121.8217826221271 38.43683517817904, -121.8217731780525 38.43684055523939, -121.821764215374 38.43684642088896, -121.8217578170639 38.43685111094343, -121.821751761258 38.43685607708248, -121.82174599987 38.43686124893681, -121.8217406114503 38.43686666599292, -121.8217339558133 38.4368741941618, -121.82172936886 38.43688005390666, -121.8217252121998 38.43688610832949, -121.8217202527353 38.43689440533036, -121.8213975604243 38.43676887041667))",Solano,116124300,1000,single,63000.0,198000.0,,1993.0,1599.0,0.0,1.0,,0.0, ,_,HS,791.250919715,1802620,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.821563025,38.4367149119
"POLYGON ((-121.8214005210063 38.43698111954541, -121.8213991092242 38.43684793361465, -121.8213975604243 38.43676887041667, -121.8217202527353 38.43689440533036, -121.8217159195321 38.43690315880902, -121.8217123381473 38.43691219462765, -121.8217095642624 38.436921404618, -121.8217076087114 38.43693074521384, -121.8217064805508 38.43694016862864, -121.8217061571925 38.43694726511442, -121.8217063539819 38.43695436380871, -121.8217069726544 38.43696144628318, -121.8217081062142 38.43696849018702, -121.8217103101875 38.43697779643026, -121.8217133153722 38.4369869323899, -121.8214005210063 38.43698111954541))",Solano,116124310,1000,single,67000.0,202000.0,,1993.0,1582.0,0.0,1.0,,0.0, ,_,HS,463.914532518,1802621,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.821535335,38.4369027006
"POLYGON ((-121.8213953957435 38.43711154964858, -121.8214005210063 38.43698111954541, -121.8217133153722 38.4369869323899, -121.8217160442578 38.43699361462706, -121.8217192543079 38.43700016264022, -121.8217241611036 38.43700868574935, -121.8217297996846 38.43701692458962, -121.8217344751 38.43702290125589, -121.8217395693224 38.43702866205948, -121.8217469153453 38.43703602203365, -121.8217548826538 38.43704296822518, -121.8217628715366 38.43704914823385, -121.8217714585092 38.43705633157138, -121.8217778812888 38.43706262444702, -121.8217830448607 38.43706853297518, -121.8217876983471 38.43707470502559, -121.8217918114416 38.43708110821593, -121.8217953752874 38.43708771019683, -121.821798364916 38.43709448843546, -121.8218007750595 38.43710140496441, -121.8218025843242 38.43710843725633, -121.8218037981705 38.43711554595443, -121.8213953957435 38.43711154964858))",Solano,116124320,1000,single,62000.0,186000.0,,1993.0,1417.0,0.0,1.0,,0.0, ,_,HS,455.199915715,1802622,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.821580696,38.4370521321
"POLYGON ((-121.8213953957435 38.43711154964858, -121.8218037981705 38.43711554595443, -121.8218044146179 38.4371235253894, -121.8218054004954 38.43725290910361, -121.8214049191166 38.4372590320659, -121.8213953957435 38.43711154964858))",Solano,116124330,1000,single,63240.0,163324.0,,1993.0,1514.0,0.0,1.0,,0.0, ,_,HS,558.662876506,1802623,1289.0,802 - Medium-Low Density Residential,Dixon,1.0,-121.821600098,38.4371845319
"POLYGON ((-121.8196589894652 38.43795756081278, -121.8196575848639 38.43782280728483, -121.8200022339758 38.43764268650315, -121.8200060934829 38.43764752600108, -121.8200101623981 38.43765225757073, -121.8200144389589 38.43765687136807, -121.8200189178026 38.43766136738472, -121.8200235935847 38.4376657385828, -121.8200284591694 38.43766997932757, -121.820033509212 38.43767408258122, -121.8200387437124 38.43767804834376, -121.8200441394723 38.43768186111404, -121.8200497071919 38.43768553075004, -121.8200554343907 38.43768904457922, -121.8200613121417 38.43769239836988, -121.8200673368808 38.43769558789885, -121.8200734960919 38.43769861455239, -121.820079789807 38.43770146567756, -121.8200862019314 38.43770414406099, -121.8200927324759 38.43770664548499, -121.8200993653602 38.43770896711277, -121.8201061005948 38.43771110472655, -121.8201129220958 38.43771305689533, -121.8201198316509 38.43771482362204, -121.8200068693007 38.43795983392148, -121.8196589894652 38.43795756081278))",Solano,116124430,1000,single,62000.0,121047.0,,1994.0,1514.0,0.0,1.0,,0.0, ,_,HS,929.469539346,1802633,1289.0,802 - Governmental/Institutional,Dixon,1.0,-121.819888721,38.4378285823
