geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-122.1355918476866 37.68406523633531, -122.1355988106699 37.68406754297562, -122.1356057665432 37.68406950637659, -122.1356127144371 37.68407112689894, -122.1356196552132 37.68407240383355, -122.1356265915098 37.68407333749232, -122.1356335212296 37.68407427124211, -122.1356404389285 37.6840745188317, -122.1356473570504 37.68407476571792, -122.135654267631 37.6840746697194, -122.1356611702316 37.68407423084221, -122.1356697932415 37.68407342403057, -122.1356766811743 37.68407229833241, -122.1356835691068 37.68407117263384, -122.1356904415021 37.68406936047547, -122.1356990263338 37.68406683785232, -122.1358332033912 37.68435304418909, -122.135841879629 37.68437100586617, -122.1353417263602 37.68438416109345, -122.1353598703901 37.68436099261433, -122.1355918476866 37.68406523633531))",Alameda,412 001717500,1100,single,30580.0,24312.0,2003.0,1944.0,986.0,0.0,1.0,1.0,0.0, ,_,HS,916.605106071,249555,858.0,116 - Low Density Residential,Cherryland,1.0,-122.135611961,37.6842565514
"POLYGON ((-122.1375288866714 37.68458893918963, -122.1376146824647 37.68442132824156, -122.1377452730433 37.68446586423644, -122.1376609415843 37.68463433399923, -122.1375288866714 37.68458893918963))",Alameda,412 002001800,1100,single,132900.0,310100.0,2009.0,1999.0,1722.0,0.0,1.0,1.5,0.0, ,_,HS,253.456174979,249576,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137637378,37.6845277958
"POLYGON ((-122.137399075214 37.68454431508664, -122.1374840916039 37.68437679210775, -122.1376146824647 37.68442132824156, -122.1375288866714 37.68458893918963, -122.137399075214 37.68454431508664))",Alameda,412 002001900,1100,single,120300.0,280700.0,2007.0,1999.0,1541.0,0.0,1.0,1.5,0.0, ,_,HS,250.836697875,249577,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137506738,37.6844827833
"POLYGON ((-122.1370016016051 37.68442519487429, -122.1370526914801 37.68424854123811, -122.1370648375818 37.68425077572939, -122.1370839245025 37.68425428706774, -122.1371030114326 37.68425779875136, -122.1371221130302 37.68426199655494, -122.1371412115684 37.68426619474651, -122.1371585966945 37.68427075974795, -122.1371777138647 37.68427564469864, -122.1371968305759 37.68428052860693, -122.1372159628562 37.68428609966823, -122.1371354415159 37.68445624913774, -122.1371304920676 37.6844548400344, -122.1371084382198 37.68444890872871, -122.1370862599795 37.68444328379532, -122.1370639635002 37.68443796584574, -122.1370415506352 37.68443295938548, -122.1370153949446 37.68442768113972, -122.1370016016051 37.68442519487429))",Alameda,412 002002200,1100,single,135549.0,316176.0,2007.0,1999.0,1722.0,0.0,1.0,1.5,0.0, ,_,HS,275.435955577,249580,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137103024,37.6843498815
"POLYGON ((-122.1372459439379 37.68449167356865, -122.1371966297986 37.68447471903248, -122.1371741808864 37.68446761786693, -122.1371524074385 37.68446107546829, -122.1371354415159 37.68445624913774, -122.1372159628562 37.68428609966823, -122.1372333631044 37.68429135112397, -122.1372612127054 37.68430057767902, -122.1373517551831 37.68433159377769, -122.1372682982601 37.68449935849013, -122.1372459439379 37.68449167356865))",Alameda,412 002002100,1100,single,120300.0,280700.0,2005.0,1999.0,1541.0,0.0,1.0,1.5,0.0, ,_,HS,257.210642341,249579,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137243208,37.6843924196
"POLYGON ((-122.1372682982601 37.68449935849013, -122.1373517551831 37.68433159377769, -122.1374840916039 37.68437679210775, -122.137399075214 37.68454431508664, -122.1372682982601 37.68449935849013))",Alameda,412 002002000,1100,single,109662.0,255641.0,2009.0,1999.0,1722.0,0.0,1.0,1.5,0.0, ,_,HS,253.059078897,249578,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137375898,37.6844378682
"POLYGON ((-122.1376609415843 37.68463433399923, -122.1377452730433 37.68446586423644, -122.1378776068806 37.6845110625145, -122.1377905584124 37.68467888871989, -122.1376609415843 37.68463433399923))",Alameda,412 002001700,1100,single,120300.0,280700.0,2000.0,1999.0,1541.0,0.0,1.0,1.5,0.0, ,_,HS,253.223665704,249575,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137768752,37.6845722655
"POLYGON ((-122.1378781955848 37.68470901590405, -122.1377905584124 37.68467888871989, -122.1378776068806 37.6845110625145, -122.13794551296 37.68453415223752, -122.1379507409549 37.68453613953771, -122.1379559765099 37.68453847007024, -122.1379612120729 37.68454080095102, -122.1379647280812 37.68454349874165, -122.1379699787568 37.68454651573882, -122.1379735094546 37.68454990034896, -122.1379787681295 37.68455326057214, -122.1379823063803 37.68455698806614, -122.1379841281606 37.68456108312466, -122.137987662843 37.68456480787962, -122.1379912167222 37.68456922496857, -122.1379930425479 37.68457366295988, -122.1379948648738 37.68457810134841, -122.1379967622399 37.68458562803576, -122.1380005242467 37.68459965359514, -122.1380263737869 37.68459620360084, -122.1380551533702 37.68472593590824, -122.138016953848 37.68475384441771, -122.1380010846604 37.68474923370404, -122.1379737225099 37.68474094271455, -122.1379465446853 37.68473227828022, -122.1379195594564 37.68472323749749, -122.1378781955848 37.68470901590405))",Alameda,412 002001600,1100,single,115200.0,268800.0,2010.0,1999.0,1388.0,0.0,1.0,1.5,0.0, ,_,HS,376.452769691,249574,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.137931177,37.684640041
"POLYGON ((-122.1381211499792 37.68458389756759, -122.1381192939034 37.68457808664792, -122.1384036004853 37.68454013943022, -122.1384443151103 37.68466249234746, -122.1384254744426 37.68467030550795, -122.1384203593695 37.68467312617488, -122.1384135057245 37.68467596824501, -122.1384083680116 37.68467809976228, -122.1384015031958 37.68468025566016, -122.1383911903978 37.68468280252451, -122.1383395890353 37.68469382101216, -122.1382206790906 37.68470886601658, -122.1382137755769 37.68470930540438, -122.1382085929286 37.6847093775114, -122.1382016706783 37.68470878714582, -122.1381947338516 37.68470785364489, -122.1381895213983 37.68470655281466, -122.1381825729581 37.68470493279906, -122.1381773373766 37.68470260192816, -122.1381720938039 37.68469992817904, -122.1381668506699 37.6846972544236, -122.1381615919765 37.68469389420882, -122.1381580537025 37.68469016637183, -122.138152780327 37.68468611968542, -122.1381492340547 37.68468204862165, -122.1381456806682 37.68467763466757, -122.1381438472625 37.68467285309765, -122.1381420138647 37.68466807187621, -122.1381401653381 37.68466260384108, -122.1381211499792 37.68458389756759))",Alameda,412 002001500,1100,single,109543.0,255283.0,2002.0,1999.0,1722.0,0.0,1.0,1.5,0.0, ,_,HS,396.134367456,249573,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.138282153,37.6846269017
"POLYGON ((-122.1380908848094 37.68446517658353, -122.1383665452598 37.68442700639739, -122.1384036004853 37.68454013943022, -122.1381192939034 37.68457808664792, -122.1380908848094 37.68446517658353))",Alameda,412 002001400,1100,single,120300.0,280700.0,2003.0,1999.0,1541.0,0.0,1.0,1.5,0.0, ,_,HS,321.953224386,249572,858.0,116 - Medium Density Residential,Cherryland,1.0,-122.138245439,37.6845028423
