geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-122.085280346865 37.35032349478688, -122.0858442150581 37.34999474545591, -122.0859414402418 37.3500954920877, -122.086023960696 37.35018428479393, -122.0860153908097 37.35022971755959, -122.0859860671212 37.35038519033677, -122.0859710591892 37.35046476610927, -122.0856391923562 37.35064538139991, -122.085280346865 37.35032349478688))",Santa Clara,34208003,RSFR,single,1490660.732,292426.268,2004.0,1954.0,2341.0,0.0,1.0,1.0,0.0,001700GRANGER94024,_,HS,2650.47472751,1457154,385.0,704 - Single Family_2,Los Altos,1.0,-122.085704713,37.3503247448
"POLYGON ((-122.1008080562635 37.36044279347879, -122.1014095262516 37.35992903791706, -122.1014886782321 37.36001639377312, -122.1013643125638 37.36086652041007, -122.1013477505737 37.3608624979647, -122.1013152170803 37.36086080873157, -122.1012844549775 37.36086201635664, -122.1012591041873 37.36086471023122, -122.1012318561116 37.36087459936856, -122.1012255040049 37.36087992616589, -122.1008080562635 37.36044279347879))",Santa Clara,33608005,RSFR,single,1687054.1431,168686.8569,2003.0,1951.0,3693.0,0.0,1.0,2.0,0.0,001144HILLSLOPE94024,_,HS,3355.63867627,1455802,385.0,704 - Single Family_1,Los Altos,1.0,-122.101213643,37.3604256734
"POLYGON ((-122.10039266004 37.36079760183984, -122.1004465474024 37.36075157597814, -122.1008080562635 37.36044279347879, -122.1012255040049 37.36087992616589, -122.1012062799441 37.36089604195664, -122.1011879556633 37.36091609540944, -122.1011786055179 37.36094198991565, -122.1011782948125 37.36096795211058, -122.1011905058422 37.36100554709788, -122.1012083496542 37.36102587735116, -122.1012334108121 37.36104770556598, -122.1012531659876 37.36105939317057, -122.1008402699527 37.36121204139572, -122.10039266004 37.36079760183984))",Santa Clara,33608006,RSFR,single,1040483.232,207996.768,2006.0,1952.0,1554.0,0.0,1.0,1.0,0.0,001143HILLSLOPE94024,_,HS,3447.540952,1455803,385.0,704 - Single Family_1,Los Altos,1.0,-122.10083802,37.3608522552
"POLYGON ((-122.098660631943 37.35936345973419, -122.1001517221085 37.36049785986932, -122.1004465474024 37.36075157597814, -122.10039266004 37.36079760183984, -122.1002230313126 37.36094248684066, -122.0998803513843 37.36066117730103, -122.0997677094853 37.36073347005276, -122.0997246130544 37.36074228309128, -122.099667159461 37.3607532759, -122.0995807784527 37.36078690586753, -122.0994615596152 37.36093000491801, -122.0994426177242 37.36107615315101, -122.0994653679196 37.36114445501475, -122.0992551806729 37.36132465097962, -122.0976778320317 37.36006624706898, -122.0978135645292 37.3599538209299, -122.0980846192942 37.35981822302989, -122.0982419571742 37.35970959265279, -122.098660631943 37.35936345973419))",Santa Clara,33609023,MREL,,504863.8446,4657343.1554,,,0.0,0.0,0.0,0.0,0.0,000655MAGDALENA94024,_,OF,22772.9004818,1455815,385.0,704 - Public/Institutional/Utilities/Parking,Los Altos,1.0,-122.098978787,37.3603292788
"POLYGON ((-122.098660631943 37.35936345973419, -122.0990838882299 37.35902865216062, -122.099281781884 37.35908362469667, -122.0994449860938 37.35913292858108, -122.0997966816037 37.35898721398242, -122.099866749424 37.35887111048089, -122.0999215510268 37.35878030105635, -122.1001092866076 37.35892843442507, -122.100347544992 37.35911643216524, -122.100402751211 37.3591598902923, -122.1008019845356 37.35947416663655, -122.1010228497601 37.3596166313018, -122.1014185234902 37.35992135445327, -122.1014095262516 37.35992903791706, -122.1008080562635 37.36044279347879, -122.1004465474024 37.36075157597814, -122.1001517221085 37.36049785986932, -122.098660631943 37.35936345973419))",Santa Clara,33609018,MREL,,447100.5354,3176080.4646,1973.0,,0.0,0.0,0.0,0.0,0.0,000625MAGDALENA94024,_,OF,24680.5457518,1455813,385.0,704 - Public/Institutional/Utilities/Parking,Los Altos,1.0,-122.100092549,37.359725682
"POLYGON ((-122.0999215510268 37.35878030105635, -122.1000119986872 37.35862705178651, -122.1000185733773 37.3586159178107, -122.1000638000199 37.35853106990305, -122.1003264707178 37.35829207590005, -122.1003372688966 37.35829840636816, -122.1003800546945 37.35832127396419, -122.1004323023298 37.3583409957305, -122.1004658248652 37.35835091172656, -122.100511546131 37.35835340668241, -122.1005491860105 37.35835691393197, -122.1005868086484 37.35836149402191, -122.1006220010878 37.35837296669105, -122.1006805664008 37.35842708680291, -122.1006935690596 37.35843951483054, -122.1001092866076 37.35892843442507, -122.0999215510268 37.35878030105635))",Santa Clara,33609039,RSFR,single,850860.864,837355.136,2007.0,,0.0,0.0,1.0,0.0,0.0,001245MAGDALENA94024,_,HS,2240.9718967,1455827,385.0,704 - Single Family_1,Los Altos,1.0,-122.100277068,37.358586929
"POLYGON ((-122.0997733664833 37.35846655068644, -122.100100193139 37.3581733003949, -122.1001302853058 37.35816478891248, -122.100147777873 37.35816492122349, -122.1001785327594 37.35818125892938, -122.1002158734885 37.35820945487591, -122.1002691578578 37.35825494754664, -122.1003038603372 37.35827882980967, -122.1003264707178 37.35829207590005, -122.1000638000199 37.35853106990305, -122.1000185733773 37.3586159178107, -122.1000119986872 37.35862705178651, -122.0997733664833 37.35846655068644))",Santa Clara,33609038,RSFR,single,94900.3504,717602.6496,,2003.0,2973.0,0.0,1.0,2.0,0.0,001265MAGDALENA94024,_,HS,1134.33071972,1455826,385.0,704 - Single Family_1,Los Altos,1.0,-122.100050414,37.3583829592
"POLYGON ((-122.0992551806729 37.36132465097962, -122.0994653679196 37.36114445501475, -122.099572695479 37.36146668406518, -122.0995595515914 37.36157589187262, -122.0992551806729 37.36132465097962))",Santa Clara,33609037,MREL,,45690.0,0.0,,,0.0,0.0,0.0,0.0,0.0,000000FOOTHILL94024,_,OF,607.608478533,1455825,385.0,704 - Public/Institutional/Utilities/Parking,Los Altos,1.0,-122.099440362,37.3613544441
"POLYGON ((-122.0996089005579 37.36161662687447, -122.0995595515914 37.36157589187262, -122.099572695479 37.36146668406518, -122.0994653679196 37.36114445501475, -122.0994426177242 37.36107615315101, -122.0994615596152 37.36093000491801, -122.0995807784527 37.36078690586753, -122.099667159461 37.3607532759, -122.0997246130544 37.36074228309128, -122.0997677094853 37.36073347005276, -122.0998803513843 37.36066117730103, -122.1002230313126 37.36094248684066, -122.1000750668798 37.36106887004512, -122.0999276232078 37.36119480676342, -122.0997432919498 37.36135224845543, -122.0998240001895 37.36163156129926, -122.0997862234573 37.361756658615, -122.0996089005579 37.36161662687447))",Santa Clara,33609036,MUTI,,0.0,0.0,1972.0,,0.0,0.0,0.0,0.0,0.0,001190BORDER94024,_,IL,3945.40933917,1455824,385.0,704 - Public/Institutional/Utilities/Parking,Los Altos,1.0,-122.099760705,37.3611053036
"POLYGON ((-122.0995641218727 37.35861855313535, -122.0997733664833 37.35846655068644, -122.1000119986872 37.35862705178651, -122.0999215510268 37.35878030105635, -122.099866749424 37.35887111048089, -122.0995641218727 37.35861855313535))",Santa Clara,33609030,VMSC,,26710.0,0.0,1973.0,1900.0,0.0,0.0,0.0,0.0,0.0,000000MAGDALENA94024,_,VA,887.695639262,1455818,385.0,704 - Public/Institutional/Utilities/Parking,Los Altos,1.0,-122.099802371,37.3586534607
