geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-121.8216023773856 38.00066980911654, -121.8212151551314 38.00060183478445, -121.8212615680637 38.00043908728162, -121.821666622354 38.00051207504324, -121.8217053492902 38.00051905214126, -121.8216791443997 38.00054665326456, -121.821665308335 38.00057885383035, -121.8216491448394 38.00063663373956, -121.8216381143152 38.00067608370794, -121.8216023773856 38.00066980911654))",Contra Costa,292415,23.0,multi,80592.0,161189.0,1997.0,,3200.0,0.0,4.0,2.0,0.0,2416L94509,_,HT,704.843850232,604213,1190.0,HDR,Antioch,1.0,-121.821450758,38.0005577915
"POLYGON ((-121.8217053492902 38.00051905214126, -121.821666622354 38.00051207504324, -121.8212615680637 38.00043908728162, -121.821320547384 38.00023228570878, -121.8213383719803 38.00018610224347, -121.8213717990425 38.00013666280586, -121.8214174876251 38.00009380418634, -121.8214734372607 38.00005939728803, -121.8216120485329 38.00020958886646, -121.8217144520605 38.00030761684558, -121.8218216455179 38.00039009320849, -121.8219391447695 38.00046324766483, -121.82206566417 38.00052628515784, -121.8221998178004 38.00057851201623, -121.8221937437627 38.00060728069447, -121.8218524210118 38.00049662017425, -121.8218246698299 38.00049028667602, -121.8217816968091 38.0004896575071, -121.8217405810566 38.00049956769753, -121.8217053492902 38.00051905214126))",Contra Costa,292247,79.0,,90957.0,0.0,1987.0,,0.0,0.0,0.0,0.0,1.0,,_,GV,1655.16381344,604026,1190.0,HDR,Antioch,1.0,-121.821579344,38.0003508215
"POLYGON ((-121.8215115409746 38.00099298099657, -121.8211233208349 38.00092383386526, -121.8211692773704 38.00076270613486, -121.8215571633388 38.0008306759914, -121.8215931194423 38.00083697564984, -121.8215476936278 38.00099941842074, -121.8215115409746 38.00099298099657))",Contra Costa,293140,23.0,multi,113000.0,227200.0,2004.0,1987.0,3040.0,0.0,4.0,2.0,0.0,,_,HT,702.21073547,605019,1190.0,HDR,Antioch,1.0,-121.821358599,38.0008808064
"POLYGON ((-121.8273905676958 38.00347938423617, -121.8274806730539 38.00321271936414, -121.8275812623826 38.00324334234944, -121.8274925534793 38.00350677526422, -121.8273905676958 38.00347938423617))",Contra Costa,300603,11.0,single,34735.0,75265.0,1989.0,1979.0,1487.0,0.0,1.0,0.0,0.0,1712SPRINGWOOD94509,_,HS,286.961259418,613309,1190.0,MDR,Antioch,1.0,-121.827486138,38.003360586
"POLYGON ((-121.8318551161149 38.0032936181636, -121.8322777974459 38.0026722854076, -121.8326937267473 38.00278854881487, -121.8324413686155 38.00345307789294, -121.8324096667317 38.00344779641982, -121.8322715286624 38.00342193716082, -121.8321394156558 38.003385227278, -121.8318551161149 38.0032936181636))",Contra Costa,300611,72.0,,363612.0,1372483.0,2003.0,1985.0,8960.0,8960.0,0.0,1.0,0.0,2300MAHOGANY94509,_,SC,3645.45711024,613318,1190.0,Sommersville Rd Corridor,Antioch,1.0,-121.832305457,38.0030743358
"POLYGON ((-121.8235300046935 38.00347475338885, -121.8235745571325 38.0033131297937, -121.8239144364129 38.00337267023153, -121.8238698628497 38.00353267922886, -121.8235300046935 38.00347475338885))",Contra Costa,300562,21.0,multi,26367.0,104639.0,2003.0,1972.0,2072.0,0.0,0.0,0.0,0.0,2205MANZANITA94509,_,HT,558.273271157,613263,1190.0,MDR,Antioch,1.0,-121.823721949,38.0034232437
"POLYGON ((-121.8273071369655 38.00345697825708, -121.827280608908 38.00344985214227, -121.8273712046269 38.00318148751015, -121.8274247109377 38.00319568207159, -121.8274806730539 38.00321271936414, -121.8273905676958 38.00347938423617, -121.8273071369655 38.00345697825708))",Contra Costa,300540,11.0,single,15461.0,55039.0,2009.0,1979.0,1022.0,0.0,1.0,0.0,0.0,1708SPRINGWOOD94509,_,HS,313.417421818,613239,1190.0,MDR,Antioch,1.0,-121.827380793,38.003330585
"POLYGON ((-121.8259764707414 38.0034413450686, -121.8260034954677 38.00335352010293, -121.8263545273193 38.00342069560316, -121.8263321200694 38.00349403615216, -121.8263282414318 38.00350673830265, -121.8259764707414 38.0034413450686))",Contra Costa,300566,11.0,single,31332.0,77668.0,1984.0,1977.0,1487.0,0.0,1.0,0.0,0.0,2220BANYAN94509,_,HS,314.992938299,613267,1190.0,MDR,Antioch,1.0,-121.82616507,38.003430463
"POLYGON ((-121.825034862447 38.00350365073294, -121.8250625912557 38.00341205797159, -121.8254145347329 38.00347976146187, -121.8254063399174 38.00350674414366, -121.8253870604704 38.00357023918546, -121.825034862447 38.00350365073294))",Contra Costa,300712,11.0,single,27080.0,57920.0,1987.0,1977.0,1154.0,0.0,1.0,0.0,0.0,2212MANDARIN94509,_,HS,330.478531576,613430,1190.0,MDR,Antioch,1.0,-121.825224408,38.003491358
"POLYGON ((-121.8254063399174 38.00350674414366, -121.8254145347329 38.00347976146187, -121.8254317722903 38.00342300191255, -121.825768726265 38.00348768383598, -121.8257436363315 38.00356959602113, -121.8254063399174 38.00350674414366))",Contra Costa,300721,11.0,single,29290.0,80710.0,2006.0,1977.0,1487.0,0.0,1.0,0.0,0.0,2215BANYAN94509,_,HS,287.880585655,613440,1190.0,MDR,Antioch,1.0,-121.825587012,38.0034966374
"POLYGON ((-121.8263321200694 38.00349403615216, -121.8263545273193 38.00342069560316, -121.8263597929397 38.00340346266813, -121.8267069901131 38.00346832365199, -121.8266790004661 38.00355823619634, -121.8263321200694 38.00349403615216))",Contra Costa,300717,11.0,single,13409.0,69591.0,2009.0,1978.0,1154.0,0.0,1.0,0.0,0.0,2221DOGWOOD94509,_,HS,322.775109453,613435,1190.0,MDR,Antioch,1.0,-121.826519297,38.00348097
"POLYGON ((-121.8244733967866 38.00350165671468, -121.824477288427 38.00348870452668, -121.8244981140327 38.00341941930935, -121.8248338370765 38.00348287624656, -121.8248086885391 38.00356427538885, -121.8244733967866 38.00350165671468))",Contra Costa,300684,11.0,single,37671.0,72329.0,2007.0,1977.0,1487.0,0.0,1.0,0.0,0.0,2209MANDARIN94509,_,HS,282.894277778,613398,1190.0,MDR,Antioch,1.0,-121.824653268,38.0034919977
"POLYGON ((-121.8250625912557 38.00341205797159, -121.8250909889246 38.00331826310433, -121.8254432085064 38.00338534026244, -121.8254317722903 38.00342300191255, -121.8254145347329 38.00347976146187, -121.8250625912557 38.00341205797159))",Contra Costa,300403,11.0,single,24498.0,60502.0,2005.0,1977.0,1154.0,0.0,1.0,0.0,0.0,2214MANDARIN94509,_,HS,341.714376537,613087,1190.0,MDR,Antioch,1.0,-121.825253032,38.0033988922
"POLYGON ((-121.8241176338435 38.00341497911558, -121.8241631319885 38.00325199047327, -121.8245287286189 38.00331756390658, -121.8245253804141 38.00332869974245, -121.8244981140327 38.00341941930935, -121.824477288427 38.00348870452668, -121.8241176338435 38.00341497911558))",Contra Costa,300402,21.0,multi,50000.0,180000.0,2008.0,1977.0,1963.0,0.0,0.0,0.0,0.0,2208MANZANITA94509,_,HT,623.425521133,613086,1190.0,MDR,Antioch,1.0,-121.824323326,38.0033684853
"POLYGON ((-121.8263597929397 38.00340346266813, -121.8263837046246 38.00332520010671, -121.826731861645 38.003388426926, -121.8267069901131 38.00346832365199, -121.8263597929397 38.00340346266813))",Contra Costa,300412,11.0,single,44000.0,66000.0,2004.0,1978.0,1487.0,0.0,1.0,0.0,0.0,2225DOGWOOD94509,_,HS,283.225189269,613097,1190.0,MDR,Antioch,1.0,-121.826546218,38.0033964608
"POLYGON ((-121.824073400732 38.00357343520913, -121.8241176338435 38.00341497911558, -121.824477288427 38.00348870452668, -121.8244733967866 38.00350165671468, -121.824449435893 38.00358136693256, -121.8244294846563 38.0036477393022, -121.824073400732 38.00357343520913))",Contra Costa,300435,21.0,multi,51000.0,229500.0,2008.0,1977.0,2387.0,0.0,0.0,0.0,0.0,2204MANZANITA94509,_,HT,586.954453762,613122,1190.0,MDR,Antioch,1.0,-121.82427472,38.0035311442
"POLYGON ((-121.8277172907971 38.00358257126512, -121.827703809859 38.00357910833936, -121.8277942966308 38.00330820395626, -121.8278716353977 38.00333174883724, -121.8279043207032 38.00334137626653, -121.8278149838049 38.00360766208334, -121.8277172907971 38.00358257126512))",Contra Costa,300427,11.0,single,34193.0,50807.0,2008.0,1979.0,1154.0,0.0,1.0,0.0,0.0,1720SPRINGWOOD94509,_,HS,316.488292507,613113,1190.0,MDR,Antioch,1.0,-121.827804202,38.0034590219
"POLYGON ((-121.8244981140327 38.00341941930935, -121.8245253804141 38.00332869974245, -121.8248616666584 38.00339282043744, -121.8248338370765 38.00348287624656, -121.8244981140327 38.00341941930935))",Contra Costa,300397,11.0,single,39246.0,46254.0,2004.0,1977.0,1154.0,0.0,1.0,0.0,0.0,2213MANDARIN94509,_,HS,313.165647024,613079,1190.0,MDR,Antioch,1.0,-121.824679591,38.0034059068
