geometry,county_id,apn,land_use_type_id,res_type,land_value,improvement_value,year_assessed,year_built,building_sqft,non_residential_sqft,residential_units,stories,tax_exempt,condo_identifier,imputation_flag,development_type_id,calc_area,parcel_id,zone_id,general_plan_name,city,priority,x,y
"POLYGON ((-122.3399402336805 37.55008249662907, -122.3399495078845 37.5500629441833, -122.3399871290679 37.54998361641142, -122.3399955607931 37.54996515670535, -122.340003415803 37.54994653571632, -122.3400106944372 37.54992776717377, -122.3400173865529 37.54990885947758, -122.3404406935681 37.5500244710007, -122.340382836546 37.55008001399618, -122.3402404625866 37.55016734960618, -122.3399402336805 37.55008249662907))",San Mateo,38211020,01,single,36157.0,101786.0,2005.0,,,0.0,1.0,,0.0, ,_,HS,708.65156135,1133292,255.0,Single Family,San Mateo,1.0,-122.340168611,37.5500427607
"POLYGON ((-122.3400173865529 37.54990885947758, -122.3400202304908 37.54990023895128, -122.3400256591978 37.54988256244285, -122.340030578415 37.5498647922733, -122.3400349848973 37.54984693673447, -122.3400388789163 37.5498290068099, -122.3400422606759 37.54981101073743, -122.3400451200334 37.54979295691673, -122.340047464158 37.5497748562234, -122.3400492863561 37.54975671700323, -122.340498677721 37.54975202070338, -122.3405674110905 37.54990281810852, -122.3404749150521 37.5499916198879, -122.3404406935681 37.5500244710007, -122.3400173865529 37.54990885947758))",San Mateo,38211030,01,single,313024.0,472796.0,2009.0,,,0.0,1.0,,0.0, ,_,HS,1062.86967179,1133293,255.0,Single Family,San Mateo,1.0,-122.340302342,37.5498670463
"POLYGON ((-122.3400492863561 37.54975671700323, -122.3400506979362 37.54973662013707, -122.3400514562358 37.54971703344518, -122.3400516105842 37.54969743972722, -122.3400511577364 37.54967784727484, -122.340050101481 37.54965826976354, -122.3400484420896 37.54963871817692, -122.340046176453 37.54961920629841, -122.3400433082918 37.54959974505751, -122.3403916423679 37.54951719752048, -122.3403954034202 37.54952545366612, -122.340498677721 37.54975202070338, -122.3400492863561 37.54975671700323))",San Mateo,38211040,01,single,36157.0,97583.0,1996.0,,,0.0,1.0,,0.0, ,_,HS,785.475479616,1133294,255.0,Single Family,San Mateo,1.0,-122.340262588,37.5496578126
"POLYGON ((-122.3399936320134 37.54943500212041, -122.3403098362722 37.54933717381372, -122.3403916423679 37.54951719752048, -122.3400433082918 37.54959974505751, -122.3400382520098 37.54957243155923, -122.3400343663193 37.54955493658877, -122.3400299959753 37.54953751513301, -122.3400251377329 37.54952017548367, -122.3400197952445 37.54950292582424, -122.3400139687141 37.54948577439244, -122.3400076653107 37.54946873206376, -122.3400008851704 37.54945180432993, -122.3399936320134 37.54943500212041))",San Mateo,38211050,01,single,434741.0,434741.0,1999.0,,,0.0,1.0,,0.0, ,_,HS,613.62738017,1133295,255.0,Single Family,San Mateo,1.0,-122.340190189,37.5494719128
"POLYGON ((-122.3399030603221 37.54928460122258, -122.3402141721611 37.54912784823232, -122.3402999103751 37.54931594966713, -122.3403098362722 37.54933717381372, -122.3399936320134 37.54943500212041, -122.3399837061933 37.54941377794735, -122.3399752536045 37.54939702473153, -122.3399663252296 37.54938042455264, -122.3399569283731 37.54936399377804, -122.3399470630354 37.54934773240757, -122.3399367399701 37.5493316567545, -122.3399259626939 37.54931576951065, -122.3399147315461 37.5493000844054, -122.3399030603221 37.54928460122258))",San Mateo,38211060,01,single,181923.0,401768.0,1988.0,,,0.0,1.0,,0.0, ,_,HS,663.316746528,1133296,255.0,Single Family,San Mateo,1.0,-122.340113367,37.5492915949
"POLYGON ((-122.3397792070502 37.54915312038223, -122.3401189721115 37.54891899053454, -122.3402141721611 37.54912784823232, -122.3399030603221 37.54928460122258, -122.3398909849342 37.549269377086, -122.3398700888206 37.54924470415477, -122.3398558560763 37.54922887924086, -122.3398412491915 37.54921327169814, -122.3398262786483 37.54919788685623, -122.3398109411336 37.54918273026082, -122.3397952505104 37.54916780444164, -122.3397792070502 37.54915312038223))",San Mateo,38211070,01,single,36157.0,91704.0,2000.0,,,0.0,1.0,,0.0, ,_,HS,748.382398381,1133297,255.0,Single Family,San Mateo,1.0,-122.340010206,37.5491138794
"POLYGON ((-122.3396237833965 37.54903496462814, -122.3400535820693 37.54877552985086, -122.3401189721115 37.54891899053454, -122.3397792070502 37.54915312038223, -122.3397651833947 37.54914073137554, -122.3397462268989 37.54912460406172, -122.3397268403477 37.54910880487096, -122.339707034223 37.54909333913286, -122.3396868156259 37.54907821497699, -122.3396661951061 37.54906344047885, -122.3396451796968 37.54904902102204, -122.3396237833965 37.54903496462814))",San Mateo,38211080,01,single,36157.0,94282.0,1993.0,,,0.0,1.0,,0.0, ,_,HS,755.85689589,1133298,255.0,Single Family,San Mateo,1.0,-122.339888198,37.5489711241
"POLYGON ((-122.3394590585213 37.54894488806409, -122.3397290765413 37.54872125105982, -122.3400453370089 37.54861756602098, -122.3400535820693 37.54877552985086, -122.3396237833965 37.54903496462814, -122.3396144069507 37.54902899666914, -122.339593179106 37.54901589357418, -122.3395716115516 37.54900314465646, -122.3395497181503 37.54899075244564, -122.3395275060707 37.54897872781725, -122.3395049856591 37.5489670706091, -122.3394821675328 37.54895579164272, -122.3394590585213 37.54894488806409))",San Mateo,38211090,01,single,692580.0,692580.0,2007.0,,,0.0,1.0,,0.0, ,_,HS,1072.26732953,1133299,255.0,Single Family,San Mateo,1.0,-122.33978033,37.5488268411
"POLYGON ((-122.3392588326086 37.54887005484711, -122.3396106026651 37.54857870900172, -122.3400360300128 37.54843923363966, -122.3400453370089 37.54861756602098, -122.3397290765413 37.54872125105982, -122.3394590585213 37.54894488806409, -122.3394376574234 37.54893524607289, -122.3394129026252 37.54892461821725, -122.3393878651953 37.54891442055835, -122.3393625556151 37.54890465842592, -122.3393369842987 37.54889533440367, -122.3393111653119 37.54888645925915, -122.3392851123816 37.54887803003044, -122.3392588326086 37.54887005484711))",San Mateo,38211100,01,single,386521.0,386521.0,2004.0,,,0.0,1.0,,0.0, ,_,HS,1388.00652905,1133300,255.0,Single Family,San Mateo,1.0,-122.339674394,37.5486850289
"POLYGON ((-122.3399402336805 37.55008249662907, -122.3402404625866 37.55016734960618, -122.3401090708973 37.55026183647957, -122.3400106273878 37.55039903898464, -122.3399790238146 37.5503846562428, -122.3399775915363 37.55037709431686, -122.3399755748521 37.55036961845497, -122.339972981338 37.55036225600806, -122.3399698185701 37.55035503432703, -122.3399661045387 37.55034798334674, -122.3399618502008 37.55034112761822, -122.3399570700303 37.55033449438441, -122.3399517819495 37.55032811083419, -122.3399460106429 37.5503219985568, -122.3399397739654 37.55031618199513, -122.339933100118 37.55031068543032, -122.3399260102686 37.55030552775958, -122.3399185324826 37.55030072777221, -122.3399106948256 37.5502963042574, -122.3399025322606 37.55029227589647, -122.3398970847062 37.55028949335454, -122.339891989584 37.55028631248015, -122.339887289162 37.55028276832213, -122.3398830289532 37.55027888763758, -122.3398792443278 37.55027470558324, -122.3398759672747 37.55027026011583, -122.3398732298507 37.55026559193784, -122.3398710536303 37.55026073642212, -122.3398694570783 37.55025574272476, -122.3398684549395 37.55025064907241, -122.3398680587808 37.5502455047292, -122.3398682696872 37.55024035362951, -122.3398690853624 37.55023524250759, -122.3398704999258 37.55023021265973, -122.3398725007348 37.55022531098219, -122.3399402336805 37.55008249662907))",San Mateo,38211010,01,single,527000.0,527000.0,2009.0,,,0.0,1.0,,0.0, ,_,HS,572.846328132,1133291,255.0,Single Family,San Mateo,1.0,-122.34002026,37.5502204483
